COURSECODE,REVISIONCODE,SECTION,STUDYCODE,STUDENTCODE,CLASSCHECK,
PHE111,1,1,C,671118979,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671118979,",,,,,,,,,,,,,,,,,",
HSC226,1,1,C,671118987,"P,P,P,P,P,P,P,P,S,P,P,,P,,,,,",
NSC231,1,1,C,671118987,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671118987,"P,P,P,P,S,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671118987,",,,,,,,,,,,,,,,,,",
HSC226,1,1,C,671119006,"P,P,P,S,P,P,P,A,P,P,P,,A,,,,,",
NSC231,1,1,C,671119006,"P,P,P,S,P,P,P,P,,A,P,P,A,P,P,P,,,",
PHE111,1,1,C,671119006,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671119006,",,,,,,,,,,,,,,,,,",
PAD231,1,20,C,671119014,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,",
PAD301,1,20,C,671119014,",,,,,,,,,,,,,,,,,,",
PAD321,2,20,C,671119014,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,",
SCI102,1,22,C,671119014,"L,L,P,P,,,,,,,,,,,,,,",
SOC110,2,20,C,671119014,"P,P,,P,P,,P,,,,P,P,P,P,A,,,",
ECO201,1,55,C,671119030,",,,,,,,,,,,,P,,,,",
ENG104,1,50,C,671119030,",,P,,S,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671119030,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW106,1,60,C,671119048,",,,A,,,,,A,,L,,,,",
LAW235,3,365,C,671119048,"S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW362,3,65,C,671119048,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW401,1,65,C,671119048,"S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
FDB214,1,20,C,671119056,"A,P,P,P,A,P,L,P,,,P,P,A,,,A,,",
FDB337,1,20,C,671119056,",,,,,,,,,,,,,,,,,",
FDB347,1,20,L,671119056,"P,P,P,,,,,,,,,,,,,,,",
MDC333,1,21,C,671119056,"P,P,P,P,,A,P,,,,P,P,L,L,P,L,,,",
FDB214,1,20,C,671119064,"A,P,P,P,A,P,L,P,,,P,P,A,,,A,,",
FDB337,1,20,C,671119064,",,,,,,,,,,,,,,,,,",
FDB347,1,20,L,671119064,"P,P,P,,,,,,,,,,,,,,,",
MDC333,1,21,C,671119064,"P,P,P,P,,A,P,,,,P,P,L,L,P,L,,,",
PAD105,1,20,C,671119129,"P,P,P,,,,P,P,,P,P,P,,,P,,,",
PAD301,1,20,C,671119129,",,,,,,,,,,,,,,,,,,",
SCI102,1,22,C,671119129,"L,L,P,S,,,,,,,,,,,,,,",
SOC110,2,20,C,671119129,"P,P,,P,P,,P,,,,P,P,P,P,A,,,",
LAW106,1,60,C,671119145,",,,S,,,,,A,,L,,,,",
LAW235,3,365,C,671119145,"P,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW362,3,65,C,671119145,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW401,1,65,C,671119145,"S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC451,2,355,C,671119179,"P,,P,,,,,,,,,,,,",
ACC332,3,20,C,671119179,"P,P,P,A,P,P,P,P,,P,P,P,P,P,P,,,",
ACC351,1,20,C,671119179,"P,P,P,,P,P,P,P,,,P,P,,P,P,P,,,",
ACC412,3,20,C,671119179,"S,P,P,S,P,P,P,P,,P,P,P,P,P,P,P,,",
ACC471,2,20,C,671119179,"P,P,S,P,P,P,P,P,,,P,P,P,P,P,P,,",
MGT202,3,20,C,671119179,"P,P,P,S,P,P,P,P,,,P,P,P,P,,P,,,",
PHL103,1,65,C,671119218,"A,,P,,P,,P,,P,,,,,,,,",
POS224,1,60,C,671119218,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119218,",,,,,,,,,,,,,,,,,,P,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,",
SOC110,2,365,C,671119226,"A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
SOC110,1,365,C,671119234,"A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW106,1,60,C,671119234,",,,A,P,,,,S,,S,,,,",
LAW235,3,365,C,671119234,"S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW362,3,65,C,671119234,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
HSC226,1,1,C,671119242,"P,P,P,P,P,P,P,P,P,P,P,,P,,,,,",
NSC231,1,1,C,671119242,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671119242,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671119242,",,,,,,,,,,,,,,,,,",
ACC351,1,20,C,671119292,"P,P,P,,P,,,P,,,P,P,,P,P,P,,,",
ACC471,2,20,C,671119292,"P,P,P,P,P,P,S,P,,,P,P,P,S,P,P,,",
LIB102,1,20,C,671119292,"P,P,,S,P,P,,,,,,P,P,S,P,,,,",
HCM212,67,365,C,671119307,"P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
HCM223,67,65,C,671119307,"A,P,L,A,S,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LIB102,67,65,C,671119307,",,,,,,,,,,,,,,,,A,,P,,P,,A,,,,,,,,,,,,,,,,,,,,,,,,,,",
SOC110,2,365,C,671119349,"A,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119365,"A,,A,,A,,P,,,,,,,,,,",
POS224,1,60,C,671119365,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119365,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119373,"P,,P,,P,,P,,,,,,,,,,",
POS224,1,60,C,671119373,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119373,",,,,,,,,,,,,,,,,,,S,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119381,"A,,A,,A,,P,,,,,,,,,,",
POS224,1,60,C,671119381,",,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119381,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119399,"A,,A,,P,,P,,,,,,,,,,",
POS224,1,60,C,671119399,",,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119399,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119404,"A,,A,,A,,P,,,,,,,,,,",
POS224,1,60,C,671119404,",,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119404,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119412,"A,,P,,A,,P,,,,,,,,,,",
POS224,1,60,C,671119412,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119412,",,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119420,"P,,P,,P,,P,,P,,,,,,,,",
POS224,1,60,C,671119420,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119420,",,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119438,"A,,A,,A,,P,,,,,,,,,,",
POS224,1,60,C,671119438,",,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119438,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119446,"A,,A,,A,,P,,,,,,,,,,",
POS224,1,60,C,671119446,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119446,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119454,"A,,A,,P,,P,,P,,,,,,P,,",
POS224,1,60,C,671119454,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119454,",,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119462,"A,,A,,A,,P,,,,,,,,,,",
POS224,1,60,C,671119462,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119462,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHL103,1,65,C,671119470,"A,,P,,A,,P,,,,,,,,L,,",
POS224,1,60,C,671119470,",,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS242,1,65,C,671119470,",,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,",
LSC365,1,365,C,671119496,"A,P,,,,,,,,,,,,,",
MAT101,1,65,C,671119496,",,,,,,,,,,,,,,,,,,P,,P,,P,,P,,,,P,,P,,,,,,,,,,,,,,,,,,",
HCM212,67,365,C,671119519,"P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
HCM223,67,65,C,671119519,"A,P,A,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LIB102,67,65,C,671119519,",,,,,,,,,,,,,,,,A,,P,,S,,P,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHE156,67,66,C,671119519,"P,,,,,,,,",
FDB337,1,21,L,671119527,",,,,,,,,,,,,,,,,,",
MDC313,1,20,C,671119527,",,,P,L,,P,P,,,P,P,,P,,L,,",
MDC333,1,20,C,671119527,"P,P,P,P,,P,P,,,,,P,P,P,P,S,,,",
MDC442,1,20,C,671119527,"S,S,P,P,P,P,P,P,P,P,S,,,,,,,,",
ECE331,67,1,C,671170010,"P,P,P,,,,,,,,,,,,,,,,",
ECE335,67,1,C,671170010,"P,P,P,P,P,S,S,P,P,P,P,P,P,P,,,,",
ECE338,67,1,C,671170010,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,",
ECE444,67,1,C,671170010,"P,,,,,,,,,,,,,,,,,",
ECE449,67,1,C,671170010,",,,,,,,,,,,,,,,,,",
EDU205,67,1,C,671170010,",,,,,,,,,,,,,,,,,",
EDU204,67,2,C,671170010,",,P,,P,P,,,,,,,,,,,,",
EDU203,67,2,C,671170010,",,P,,,,,,,,,,,,,,,",
ACC351,1,20,C,671170028,"P,P,P,,P,P,P,,,,P,P,,,P,,,,",
ACC471,2,20,C,671170028,"S,P,P,S,P,P,P,P,,,P,P,P,P,S,P,,",
LIB102,1,20,C,671170028,"P,P,,P,P,S,,,,,,P,P,P,P,,,,",
ECO201,1,55,C,671170036,",,,,,,,,P,,,,P,,,,",
ENG104,1,50,C,671170036,",,P,,P,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170036,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170044,",,,,,,,,,,,,P,,P,,",
ENG104,1,50,C,671170044,",,P,,P,,P,,S,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170044,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170052,",,,,,,,,P,,,,P,,,,",
ENG104,1,50,C,671170052,",,P,,P,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170052,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170060,",,,,,,,,,,,,P,,,,",
ENG104,1,50,C,671170060,",,,,P,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170060,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170078,",,,,,,,,,,,,A,,,,",
ENG104,1,50,C,671170078,",,P,,P,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170078,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170086,"P,,,,,,,,,,,,A,,,,",
ENG104,1,50,C,671170086,",,,,,,P,,,,A,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170086,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170094,",,,,,,,,P,,,,P,,,,",
ENG104,1,50,C,671170094,",,P,,P,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170094,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170117,"P,,,,,,,,P,,,,P,,P,,",
ENG104,1,50,C,671170117,",,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170117,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170125,"P,,,,,,,,,,,,P,,P,,",
ENG104,1,50,C,671170125,",,P,,P,,P,,P,,S,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170125,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170133,"P,,,,,,,,P,,,,P,,P,,",
ENG104,1,50,C,671170133,",,P,,P,,P,,P,,A,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170133,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170159,"P,,,,,,,,,,,,A,,P,,",
ENG104,1,50,C,671170159,",,P,,P,,P,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170159,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170175,"P,,,,,,,,P,,,,P,,P,,",
ENG104,1,50,C,671170175,",,P,,S,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170175,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170183,",,,,,,,,P,,,,P,,P,,",
ENG104,1,50,C,671170183,",,P,,P,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170183,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170191,"P,,,,,,,,P,,,,P,,P,,",
ENG104,1,50,C,671170191,",,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170191,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170206,"P,,,,,,,,P,,,,A,,P,,",
ENG104,1,50,C,671170206,",,S,,S,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170206,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170222,"P,,,,,,,,P,,,,P,,P,,",
ENG104,1,50,C,671170222,",,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170222,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170230,",,,,,,,,P,,,,P,,,,",
ENG104,1,50,C,671170230,",,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170230,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170248,"P,,,,,,,,P,,,,P,,P,,",
ENG104,1,50,C,671170248,",,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170248,"P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170256,",,,,,,,,,,,,A,,,,",
ENG104,1,50,C,671170256,",,P,,P,,P,,P,,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170256,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170264,",,,,,,,,,,,,P,,,,",
ENG104,1,50,C,671170264,",,,,S,,P,,P,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170264,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170272,",,,,,,,,P,,,,P,,,,",
ENG104,1,50,C,671170272,",,P,,P,,P,,S,,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170272,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO201,1,55,C,671170280,",,,,,,,,P,,,,A,,,,",
ENG104,1,50,C,671170280,",,P,,P,,P,,S,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,355,C,671170280,"S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
THA353,1,20,L,671180015,",,,,,,,,,,,,,,,,,",
THA362,1,20,C,671180015,"S,L,P,P,P,P,P,S,,,S,P,P,P,L,,,,",
TES352,1,92,C,671180049,",,,,,,,,,,,,,,,,,,,,,,,,",
TES231,1,96,C,671180049,"P,P,P,P,,,,,,,,,,,,,,,,,,,,,",
TES342,1,92,C,671180049,"P,S,P,S,P,A,,,,,,,,,,,,,,,,,,,",
TES352,1,96,C,671180049,"P,L,L,L,,,,,,",
TES353,1,92,C,671180049,"P,P,P,A,P,A,P,P,P,P,,,,,,,,,,,,,,,",
TES231,1,96,C,671180057,"P,A,A,P,,,,,,,,,,,,,,,,,,,,,",
TES352,1,96,C,671180057,"P,A,A,L,,,,,,",
ACC101,1,20,C,681113280,"A,P,L,A,P,P,L,P,,,L,P,P,A,A,,,",
COM101,1,22,C,681113280,"A,P,P,A,L,P,A,L,,,P,L,L,A,A,P,,",
COM101,1,22,L,681113280,",,,,,,,,,,,,,,,,,",
ENG102,1,23,C,681113280,"S,L,P,P,P,,L,L,,,L,P,P,P,P,P,,",
MGT202,3,20,C,681113280,"P,A,P,,P,P,P,P,,,A,P,A,A,,L,,,",
MGT304,1,20,C,681113280,"A,P,P,,,L,A,P,,A,P,P,P,P,,P,,",
HCM213,67,20,C,681113303,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
PHE156,67,23,C,681113303,"P,P,P,P,P,P,A,P,,,A,,A,P,P,A,,,",
SOC001,67,27,C,681113303,"P,P,P,P,P,P,P,S,P,P,,P,P,,,,,",
COM101,67,1,C,681113337,",,,,,,,,,,,P,P,,P,P,,",
COM101,67,1,L,681113337,",,,,,,,,,,,P,P,,P,P,,",
ECE232,67,1,C,681113337,"P,P,P,P,,,,,,,,,,,,,,,",
ECE339,67,1,C,681113337,",,P,,,,,,,,,,,,,,,",
EDU201,67,1,C,681113337,"S,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
SOC112,67,1,C,681113337,"P,P,P,P,P,,P,P,,,P,P,P,P,P,P,,",
PHE156,67,23,C,681113345,"A,A,P,P,A,P,P,A,,,A,,A,P,A,A,,,",
SOC001,67,27,C,681113345,"P,P,P,S,P,P,P,P,P,P,,P,S,P,P,,,",
PHE156,67,22,C,681113353,"P,P,P,P,P,P,P,P,,,A,,P,P,P,P,,,",
SOC115,67,20,C,681113353,"P,,P,,P,,P,P,,,,P,,P,,,,",
COM101,1,21,C,681113361,"S,S,P,P,S,S,S,S,,,S,P,P,P,S,P,,",
COM101,1,21,L,681113361,"S,S,P,P,,S,S,S,,,,,,P,,P,,",
DCM102,1,21,C,681113361,"P,P,S,P,P,P,P,P,P,P,P,,,,,,,,",
DCM201,1,21,C,681113361,"P,A,P,A,A,,P,P,,,P,A,A,P,,,,",
DCM202,1,21,C,681113361,"P,S,P,,P,S,P,,,,P,A,P,P,P,,,",
SOC001,2,20,C,681113361,",A,P,P,P,A,,,,,,,,,,,,",
COM101,1,21,C,681113387,"P,S,P,P,S,P,P,P,,,S,P,S,S,S,S,,",
COM101,1,21,L,681113387,"P,S,P,P,,P,P,P,,,,,,S,,S,,",
DCM102,1,21,C,681113387,"P,P,S,P,P,P,P,P,P,P,P,,,,,,,,",
DCM201,1,21,C,681113387,"A,P,A,P,P,,P,P,,,L,P,A,P,,,,",
DCM202,1,21,C,681113387,"A,A,A,,P,A,P,,,,P,P,P,P,A,,,",
SOC001,2,20,C,681113387,",P,P,P,P,A,,,,,,,,,,,,",
COM101,1,21,C,681113395,"P,P,P,P,S,P,P,P,,,P,P,P,P,P,P,,",
COM101,1,21,L,681113395,"P,P,P,P,,P,P,P,,,,,,P,,P,,",
DCM102,1,21,C,681113395,"P,P,S,P,P,P,P,P,P,P,P,,,,,,,,",
DCM201,1,21,C,681113395,"P,P,P,P,P,,P,P,,,L,P,P,P,,,,",
DCM202,1,21,C,681113395,"P,P,P,,P,P,P,,,,P,P,P,P,P,,,",
SOC001,2,20,C,681113395,",P,P,P,P,P,,,,,,,,,,,,",
COM101,67,2,C,681113418,",,,,,,,,,,,,,,,,,",
COM101,67,2,L,681113418,",,,,,,,,,,,,,,,,,",
EDU191,67,1,C,681113418,"P,,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681113418,"P,L,,P,A,A,P,L,,,,,,,,L,,",
PES131,67,2,C,681113418,",,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681113418,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681113418,"P,P,P,P,P,P,L,P,P,L,L,A,P,S,,,,",
PHE161,67,1,C,681113418,"P,P,P,P,P,P,P,P,,,,,,A,,,,",
SOC001,67,2,C,681113418,",,,,,,,,,,,,,,,,,",
PHE156,67,22,C,681113492,"P,P,P,P,P,P,P,P,,,A,,P,P,P,P,,,",
SOC115,67,20,C,681113492,"P,,P,,P,,P,P,,,,P,,P,,,,",
COM101,67,1,C,681113531,",,,,,,,,,,,A,A,,A,A,,",
COM101,67,1,L,681113531,",,,,,,,,,,,A,A,,A,A,,",
ECE232,67,1,C,681113531,"P,P,P,P,,,,,,,,,,,,,,,",
ECE339,67,1,C,681113531,",,P,,,,,,,,,,,,,,,",
EDU201,67,1,C,681113531,"P,P,P,P,S,S,S,A,P,P,P,A,P,P,S,,,",
SOC112,67,1,C,681113531,"P,P,S,P,A,,P,A,,,P,A,S,P,P,S,,",
COM101,67,2,C,681113549,",,,,,,,,,,,,,,,,,",
COM101,67,2,L,681113549,",,,,,,,,,,,,,,,,,",
EDU191,67,1,C,681113549,"P,,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681113549,"A,A,,L,L,A,L,L,,,,,,,,P,,",
PES131,67,2,C,681113549,",,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681113549,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681113549,"A,P,P,A,P,P,L,P,P,P,L,P,P,P,,,,",
PHE161,67,1,C,681113549,"A,A,P,P,P,P,P,P,,,,,,A,,,,",
SOC001,67,2,C,681113549,",,,,,,,,,,,,,,,,,",
ENG102,1,20,C,681113557,",,,,,,,,,,,,,,,,,,",
LAW104,1,20,C,681113557,"S,P,S,P,P,S,P,P,S,P,P,P,,,,,,",
LAW231,2,20,C,681113557,"S,S,S,P,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW232,2,20,C,681113557,"S,S,S,P,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHE156,1,21,C,681113557,"A,P,P,P,P,A,P,P,,,A,,P,P,P,P,,",
SOC001,1,22,C,681113557,"P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,",
BUS202,68,20,C,681113565,"P,L,P,P,P,P,,P,,P,P,P,,,P,L,,",
LSC111,68,20,C,681113565,",,,,,,,,,,,,,,,,,",
LSC112,68,20,C,681113565,"P,P,,P,S,P,A,P,,,P,P,P,P,,P,,",
PHE156,67,22,C,681113565,"P,P,P,P,P,P,P,P,,,P,,P,P,P,P,,,",
ENG102,1,20,C,681113573,",,,,,,,,,,,,,,,,,,",
LAW104,1,20,C,681113573,"S,P,S,P,P,S,P,P,S,P,P,P,,,,,,",
LAW231,2,20,C,681113573,"S,S,S,P,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW232,2,20,C,681113573,"S,S,S,P,S,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHE156,1,21,C,681113573,"A,P,P,P,P,A,P,P,,,A,,P,P,P,P,,",
SOC001,1,22,C,681113573,"P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,",
COM101,67,1,C,681113612,",,,,,,,,,,,P,P,,A,P,,",
COM101,67,1,L,681113612,",,,,,,,,,,,P,P,,A,P,,",
ECE232,67,1,C,681113612,"P,P,P,P,,,,,,,,,,,,,,,",
ECE339,67,1,C,681113612,",,P,,,,,,,,,,,,,,,",
